PlayerType,PlayerName,Dribbling,Pace,PlayerNation,Passing,PlayerClub,PlayerRating,PlayerPosition,Defense,Shooting,Physical
NIF,Rafael Silva,72,80,Brazil,62,Urawa Red Diamonds,69,ST,30,69,65
NIF,Ryan Sanusi,70,67,Belgium,70,Sparta Rotterdam,69,CM,61,61,68
NIF,Juanto,70,71,Spain,56,CF Os Belenenses,69,ST,20,68,64
NIF,Anastasios Karamanos,61,57,Greece,49,Rio Ave FC,69,ST,31,71,71
NIF,Nathan Júnior,66,76,Brazil,57,Al Fateh,69,ST,32,66,69
NIF,Kim In Seong,71,91,Korea Republic,64,Ulsan Hyundai Horang-i,69,RM,32,58,48
NIF,Federico Andrada,69,75,Argentina,65,Vélez Sarsfield,69,ST,27,67,67
NIF,Nikolay Zaytsev,44,68,Russia,47,Amkar Perm,69,CB,69,41,75
NIF,Christophe Hérelle,50,62,France,52,ESTAC Troyes,69,CB,72,42,65
NIF,Christian Nørgaard,66,58,Denmark,67,Brøndby IF,69,CDM,66,57,69
NIF,Niko Gießelmann,66,78,Germany,63,Fortuna Düsseldorf,69,CB,68,52,72
NIF,Lucas João,65,73,Portugal,52,Sheffield Wednesday,69,ST,27,67,69
NIF,Dominik Furman,64,67,Poland,70,Wisła Płock,69,CDM,65,59,64
NIF,Francesco Fedato,74,85,Italy,60,Foggia,69,LW,30,65,64
NIF,Filip Starzyński,69,38,Poland,74,Zagłębie Lubin,69,CAM,54,64,55
NIF,Dimitris Konstantinidis,66,80,Greece,58,PAOK,69,RB,65,38,64
NIF,Luis Valcarce,67,79,Spain,65,CD Numancia,69,LB,60,53,69
NIF,Birger Verstraete,67,65,Belgium,62,KAA Gent,69,CDM,66,47,66
NIF,Declan John,68,82,Wales,61,Rangers FC,69,LB,65,55,64
NIF,Marco Fossati,70,68,Italy,67,Hellas Verona,69,CM,51,62,66
NIF,Lucas Woudenberg,59,71,Netherlands,58,SC Heerenveen,69,LB,66,36,76
NIF,Luiz Phellype,61,55,Brazil,54,FC Paços de Ferreira,69,ST,30,70,76
NIF,Michał Kopczyński,64,70,Poland,60,Legia Warszawa,69,CDM,67,50,68
NIF,Andreas Voglsammer,66,74,Germany,52,DSC Arminia Bielefeld,69,ST,29,66,80
NIF,Reece James,67,78,England,57,Wigan Athletic,69,LWB,65,50,61
NIF,Tobias Schröck,64,62,Germany,64,FC Ingolstadt 04,69,CM,67,63,75
NIF,Richairo Živković,67,86,Netherlands,57,KV Oostende,69,ST,19,68,64
NIF,Patrick Göbel,66,73,Germany,71,FC Würzburger Kickers,69,RM,50,56,62
NIF,Julian Green,72,76,United States,63,SpVgg Greuther Fuerth,69,LM,25,64,50
NIF,Charles Monsalvo,67,80,Colombia,53,Rionegro Águilas,69,ST,22,65,61
NIF,Kim Seung Dae,73,80,Korea Republic,64,Pohang Steelers,69,ST,36,60,59
NIF,Jean Carlos Blanco,70,79,Colombia,59,La Equidad,69,ST,25,70,68
NIF,Hwang Ui Jo,67,79,Korea Republic,58,Gamba Osaka,69,ST,38,66,70
NIF,Omar Gaber,67,76,Egypt,65,FC Basel,69,RB,65,57,74
NIF,Wesley Saïd,73,78,France,62,Dijon FCO,69,LW,22,66,45
NIF,Andrew Farrell,65,79,United States,57,New England Revolution,69,RB,65,50,79
NIF,Andrés Correa,50,53,Colombia,44,Atlético Huila,69,CB,68,26,68
NIF,Jorge Aguirre,70,79,Colombia,66,Junior FC,69,CAM,29,64,63
NIF,Javier López,44,39,Colombia,35,Independiente Santa Fe,69,CB,72,35,74
NIF,Mauricio Cuero,73,78,Colombia,61,Club Tijuana,69,RM,25,67,58
NIF,Juan Angulo,67,72,Colombia,65,América de Cali,69,RB,66,57,73
NIF,Juan Ramírez,74,76,Argentina,65,T. Córdoba,69,LM,54,58,60
NIF,Gaspar Iñíguez,70,67,Argentina,66,Udinese,69,CM,64,54,69
NIF,Óscar Benítez,72,77,Argentina,66,Boca Juniors,69,LW,52,63,69
NIF,Alejandro Bernal,60,58,Colombia,64,América de Cali,69,CDM,63,41,82
NIF,Álvaro Ramos,73,89,Chile,56,Club León,69,ST,36,65,63
NIF,Juan Caicedo,64,70,Colombia,56,Independiente Medellín,69,ST,26,66,70
NIF,Francisco Pizzini,72,77,Argentina,64,Independiente,69,LM,24,62,62
NIF,Lorenzo Faravelli,71,75,Argentina,64,Gimnasia y Esgrima La Plata,69,CM,63,65,67
NIF,Gonzalo Verón,69,83,Argentina,64,New York Red Bulls,69,RM,35,62,57
NIF,Lucas Ceballos,68,78,Argentina,64,Colón de Santa Fe,69,RB,64,44,59
NIF,Erik Godoy,50,67,Argentina,52,Belgrano de Córdoba,69,CB,66,32,78
NIF,Facundo Castillón,72,81,Argentina,61,Club Atlético Lanús,69,RM,27,66,57
NIF,Dominic Iorfa,62,89,England,58,Ipswich Town,69,RB,66,31,79
NIF,Ezequiel Rescaldani,57,42,Argentina,52,SD Huesca,69,ST,35,70,70
NIF,Flávio,43,49,Brazil,37,F. Santa Maria da Feira,69,CB,69,29,81
NIF,Leonardo Sánchez,42,38,Argentina,37,Unión de Santa Fe,69,CB,71,34,74
NIF,Julien De Sart,65,60,Belgium,67,SV Zulte-Waregem,69,CDM,67,61,70
NIF,Peet Bijen,58,50,Netherlands,49,FC Twente,69,CB,69,39,70
NIF,Emmanuel Boateng,73,92,Ghana,60,LA Galaxy,69,LM,41,61,59
NIF,Uvaldo Luna,68,79,Mexico,69,Club Atlas,69,RW,41,60,52
NIF,Pedro Coronas,68,75,Portugal,61,CS Marítimo,69,RB,64,61,66
NIF,Steven Fortès,44,47,Cape Verde Islands,53,Toulouse Football Club,69,CB,69,41,74
NIF,Claudio Aquino,68,73,Argentina,66,Unión de Santa Fe,69,CAM,37,67,66
NIF,Lorenzo Gordinho,52,69,South Africa,50,Kaizer Chiefs,69,CB,71,29,68
NIF,Cédric Hountondji,49,55,France,51,Gazélec Football Club Ajaccio,69,CB,70,33,73
NIF,Brayan Beckeles,56,62,Honduras,60,Club Necaxa,69,RB,68,51,80
NIF,Jamal Abdullah Ba Jandouh,63,50,Saudi Arabia,68,Al Ittihad,69,CDM,63,60,74
NIF,Oumar Diakhité,55,46,Senegal,48,Estoril Praia,69,CB,68,40,78
NIF,Fede,63,70,Spain,63,Sevilla Atlético Club,69,CDM,64,52,75
NIF,Ebenezer Assifuah,71,87,Ghana,57,Havre Athletic Club,69,RM,26,64,70
NIF,Salih Dursun,56,66,Turkey,54,Antalyaspor,69,CB,67,39,79
NIF,Nuno Rocha,67,68,Cape Verde Islands,61,FC Tosno,69,CAM,60,57,64
NIF,Facundo Monteseirín,57,54,Argentina,47,Arsenal de Sarandí,69,CB,69,35,70
NIF,Andy Polo,72,88,Peru,60,Monarcas Morelia,69,RM,21,62,47
NIF,Borja Lázaro,59,41,Spain,46,AD Alcorcón,69,ST,30,68,72
NIF,Leart Paqarada,67,77,Kosovo,66,SV Sandhausen,69,LB,65,44,66
NIF,Daniel Londoño,61,70,Colombia,56,Envigado FC,69,LB,66,37,74
NIF,Erkan Kaş,72,75,Turkey,66,Kayserispor,69,LB,64,62,66
NIF,Eguaras,65,60,Spain,71,Real Zaragoza,69,CDM,64,59,72
NIF,Nabil Aankour,71,81,Morocco,67,Korona Kielce,69,CAM,53,54,66
NIF,Manu García,76,74,Spain,67,NAC Breda,69,LM,29,57,40
NIF,Vedat Bora,72,74,Turkey,68,Atiker Konyaspor,69,RM,40,53,55
NIF,Tom van Weert,62,68,Netherlands,49,FC Groningen,69,ST,26,70,60
NIF,Henry Martín,73,76,Mexico,64,Club Tijuana,69,ST,28,67,54
NIF,Saša Zdjelar,64,69,Serbia,59,Olympiacos CFP,69,CDM,69,55,68
NIF,Joachim Andersen,52,68,Denmark,53,Sampdoria,69,CB,68,43,73
NIF,Mariano Barbieri,71,76,Argentina,64,Belgrano de Córdoba,69,RM,27,63,47
NIF,Clint Leemans,65,69,Netherlands,70,VVV-Venlo,69,CM,60,64,73
NIF,Sauli Väisänen,57,60,Finland,53,Ferrara,69,CB,68,39,72
NIF,Borja Iglesias,63,58,Spain,55,Real Zaragoza,69,ST,22,69,72
NIF,Yojiro Takahagi,68,49,Japan,68,F.C. Tokyo,69,CM,59,61,61
NIF,Cristian Arrieta,61,85,Colombia,56,Envigado FC,69,RB,65,43,65
NIF,Brian Oliván,69,72,Spain,61,Cádiz CF,69,LB,63,56,71
NIF,Eloge Koffi Yao Guy,55,68,Ivory Coast,43,FC Lugano,69,CB,70,31,68
NIF,Mateo Cassierra,66,71,Colombia,53,Ajax,69,ST,22,65,64
NIF,Rodrigo Bentancur,70,64,Uruguay,66,Juventus,69,CM,56,54,67
NIF,Kerim Mrabti,74,85,Sweden,62,Djurgårdens IF,69,CAM,49,56,76
NIF,Suleiman Abdullahi,64,84,Nigeria,45,Eintracht Braunschweig,69,ST,22,66,77
NIF,Cristian Techera,73,77,Uruguay,64,Vancouver Whitecaps FC,69,RM,35,66,46
NIF,Oussama Idrissi,75,81,Netherlands,59,FC Groningen,69,LM,25,70,63
NIF,Yohan Boli,69,80,France,54,Sint-Truidense VV,69,ST,40,67,68
NIF,Tomislav Mrčela,44,51,Australia,44,Jeonnam Dragons,69,CB,70,32,80
NIF,Xande Silva,73,82,Portugal,58,Vitória Guimarães,69,RM,23,63,59
NIF,Dávid Ivan,71,70,Slovakia,65,Sampdoria,69,RM,57,57,58
NIF,Medhi Jean Tahrat,54,61,Algeria,54,Angers SCO,69,CDM,69,26,75
NIF,Víctor Guzmán,69,74,Mexico,66,Pachuca,69,CDM,67,61,66
NIF,Charilaos Charisis,64,62,Greece,67,Sint-Truidense VV,69,CDM,65,62,70
NIF,Rémi Oudin,68,71,France,65,Stade de Reims,69,ST,25,68,63
NIF,Saša Marković,66,55,Serbia,66,Córdoba CF,69,CDM,62,65,77
NIF,Pascal Köpke,69,79,Germany,54,FC Erzgebirge Aue,69,ST,26,67,63
NIF,Kevin Bua,71,83,Switzerland,61,FC Basel,69,LM,29,62,59
NIF,Claud Adjapong,71,72,Italy,60,Sassuolo,69,RB,66,51,59
NIF,Miguel Vieira,42,56,Portugal,38,FC Paços de Ferreira,69,CB,69,30,71
NIF,Jacobo Kouffaty,71,70,Venezuela,66,Millonarios FC,69,CAM,35,57,54
NIF,Robin Bormuth,51,69,Germany,44,Fortuna Düsseldorf,69,CB,69,25,69
NIF,Fábio China,64,70,Portugal,56,CS Marítimo,69,LB,67,38,62
NIF,Riccardo Orsolini,70,77,Italy,64,Atalanta,69,RW,27,64,56
NIF,Elgezabal,50,58,Spain,53,CD Numancia,69,CB,70,33,69
NIF,Matos,63,84,Spain,58,Sevilla Atlético Club,69,LB,62,45,59
NIF,Eric Ocansey,76,82,Ghana,61,KAS Eupen,69,RM,25,62,56
NIF,Borja Lasso,71,55,Spain,69,Sevilla FC,69,CAM,40,67,68
NIF,Ravanelli,68,69,Brazil,71,Terek Grozny,69,CAM,42,64,62
NIF,Jair Amador,46,65,Portugal,47,SD Huesca,69,CB,68,29,79
NIF,Vladimir Poluyakhtov,58,72,Russia,57,FC Anzhi Makhachkala,69,LB,72,46,70
NIF,Fredrik Jensen,73,70,Finland,64,FC Twente,69,CAM,49,68,70
NIF,Niklas Hauptmann,73,73,Germany,67,SG Dynamo Dresden,69,CAM,43,56,51
NIF,Emanuel Reynoso,71,64,Argentina,67,T. Córdoba,69,CAM,40,55,54
NIF,Oualid El Hajjam,68,67,Morocco,64,Amiens SC,69,RB,68,42,71
NIF,Maximiliano Sigales,62,64,Uruguay,52,Godoy Cruz,69,ST,27,73,62
NIF,Mateus,62,61,Brazil,58,FC Paços de Ferreira,69,CDM,69,51,74
NIF,Antun Palić,69,60,Croatia,66,Royal Excel Mouscron,69,CAM,40,56,60
NIF,Jean Thierry Lazare Amani,75,78,Ivory Coast,62,KAS Eupen,69,CM,49,61,64
NIF,Dumisani Zuma,75,78,South Africa,65,Kaizer Chiefs,69,RW,33,51,47
NIF,Léo Jabá,69,81,Brazil,55,Terek Grozny,69,ST,22,67,57
NIF,Veroljub Salatić,63,58,Switzerland,63,FC Ufa,69,CDM,67,55,75
NIF,Kim Kwang Suk,57,76,Korea Republic,51,Pohang Steelers,69,CB,67,41,69
NIF,Fabio Daprelà,70,75,Switzerland,62,FC Lugano,69,LB,64,53,77
NIF,Erik Falkenburg,68,63,Netherlands,63,ADO Den Haag,69,CAM,35,71,66
NIF,Martyn Woolford,68,70,England,66,Grimsby Town,69,LM,35,66,71
NIF,Naif Ahmed Hazazi,65,74,Saudi Arabia,59,Al Taawoun,69,ST,24,67,74
NIF,Jason Lowe,60,65,England,63,Birmingham City,69,CDM,66,50,69
NIF,Oriol Rosell,69,58,Spain,68,Portimão,69,CDM,65,58,63
NIF,Brandon Thomas,73,76,Spain,59,Stade Rennais FC,69,ST,35,68,61
NIF,Lucão,53,66,Brazil,41,Estoril Praia,69,CB,71,30,63
NIF,Hansell Riojas,53,45,Peru,51,Belgrano de Córdoba,69,CB,69,37,70
NIF,Lee Seung Woo,72,67,Korea Republic,58,Hellas Verona,69,LW,19,69,50
IF,Manuel Milinković,71,80,France,67,Heart of Midlothian,69,LW,22,61,51
NIF,Evans Kangwa,72,91,Zambia,55,FC Arsenal Tula,69,RM,36,67,61
NIF,Omar Gaber,67,76,Egypt,65,LAFC,69,RB,65,57,74
NIF,Dylan McGowan,57,55,Australia,55,Gangwon FC,69,CB,66,47,77
Transfer,Kenwyne Jones,61,51,Trinidad & Tobago,49,Sporting Kansas City,69,ST,36,70,72
TRANSFER,Joe Corona,72,73,United States,68,Club América,69,CM,59,66,62
Transfer,Lewis Grabban,67,77,England,57,Bournemouth,69,ST,27,69,68
Transfer,Carlos Esquivel,68,78,Mexico,66,Tiburones Rojos de Veracruz,69,RM,31,66,65
Transfer,Greg Tansey,65,68,England,70,Ross County FC,69,CDM,62,68,78
Transfer,Edgar Gerardo Lugo,72,64,Mexico,69,Tigres U.A.N.L.,69,RM,45,65,60
NIF,Ricky Holmes,70,81,England,64,Sheffield United,69,LM,26,60,64
NIF,Marvin Stefaniak,70,86,Germany,68,1. FC Nürnberg,69,LW,27,63,57
NIF,César,50,46,Brazil,44,SL Benfica,69,CB,68,37,76
NIF,Ryan Kent,74,83,England,63,Bristol City,69,LM,21,56,52
NIF,James Wilson,68,75,England,54,Sheffield United,69,ST,25,66,61
NIF,Marco Bueno,68,78,Mexico,58,CD Everton de Viña del Mar,69,ST,32,63,72
NIF,Yanic Wildschut,72,83,Netherlands,63,Cardiff City,69,LM,35,66,74
NIF,Borja Lasso,71,55,Spain,69,CA Osasuna,69,CAM,40,67,68
NIF,Simon Thern,74,77,Sweden,67,IFK Norrköping,69,CM,44,65,66
NIF,Nuno Reis,62,66,Portugal,58,Vitória Setúbal,69,CB,69,48,68
NIF,Cyrus Christie,67,83,Republic of Ireland,60,Fulham,69,RB,66,45,72
NIF,Aydın Karabulut,73,75,Turkey,64,Gençlerbirliği SK,69,LM,39,61,66
NIF,Gianluca Litteri,62,76,Italy,50,Venezia,69,ST,19,65,75
NIF,Matthew Mills,44,52,England,48,Barnsley,69,CB,68,43,72
NIF,Morten Rasmussen,55,49,Denmark,48,Pogoń Szczecin,69,ST,28,70,77
NIF,Wilfried Moimbé,69,69,France,62,Oldham Athletic,69,LB,64,42,67
NIF,Cameron Brannagan,64,65,England,73,Oxford United,69,CM,62,63,67
NIF,Weston McKennie,68,65,United States,65,FC Schalke 04,69,CM,64,56,73
NIF,Onel Hernández,71,87,Cuba,59,Norwich City,69,LM,16,66,73
NIF,Oriol Rosell,69,58,Spain,68,Sporting CP,69,CDM,65,58,63
NIF,Matt Targett,63,75,England,60,Fulham,69,LB,66,37,68
NIF,Efraín Cortés,54,67,Colombia,50,Patriotas Boyacá FC,69,CB,66,43,79
NIF,Fiete Arp,69,69,Germany,45,Hamburger SV,69,ST,21,68,55
NIF,Adama Mbengue,67,83,Senegal,59,Stade Malherbe Caen,69,LB,66,46,56
NIF,Mayron George,65,88,Costa Rica,48,Lyngby BK,69,ST,21,63,78
NIF,Dario Maresic,46,61,Austria,43,SK Sturm Graz,69,CB,70,30,70
NIF,Daniel De Silva,72,78,Australia,62,Central Coast Mariners,69,CAM,31,61,65
NIF,Konstantinos Galanopoulos,70,73,Greece,67,AEK Athens,69,CM,63,50,62
NIF,Alexis De Sart,69,64,Belgium,70,Sint-Truidense VV,69,CM,61,55,62
GREEN,Daryl Horgan,74,87,Republic of Ireland,63,Preston North End,69,LW,23,63,61
NIF,Lumor Agbenyenu,69,79,Ghana,57,Portimão,69,LB,62,53,72
NIF,Umut Bozok,70,78,France,55,Nîmes Olympique,69,ST,18,66,53
NIF,Chris Pontius,70,65,United States,65,LA Galaxy,69,LM,56,68,73
NIF,Anderson Lopes,69,86,Brazil,60,FC Seoul,69,ST,26,69,74
NIF,Harold Mosquera,70,78,Colombia,64,FC Dallas,69,RM,23,57,64
NIF,Andy Polo,72,88,Peru,60,Portland Timbers,69,RM,21,62,47
NIF,Danny Wilson,58,60,Scotland,53,Colorado Rapids,69,CB,67,39,78
NIF,Harmeet Singh,68,55,Norway,68,Sarpsborg 08 FF,69,CM,55,65,70
NIF,Armand Traoré,70,84,Senegal,61,Cardiff City,69,LB,64,49,71
NIF,Oriol Rosell,69,58,Spain,68,Orlando City Soccer Club,69,CDM,65,58,63
NIF,Mateusz Matras,58,53,Poland,60,Zagłębie Lubin,69,CDM,68,51,82
NIF,Abdulmajeed Al Ruwaili,71,67,Saudi Arabia,73,Al Taawoun,69,CDM,62,68,64
NIF,Jack Price,63,61,England,65,Colorado Rapids,69,CDM,64,41,67
NIF,Zakaria Diallo,48,47,France,49,Montreal Impact,69,CB,68,40,83
NIF,Alejandro Rodríguez,69,76,Spain,48,Empoli,69,ST,31,68,65
NIF,Gonzalo Verón,69,83,Argentina,64,Independiente,69,RM,35,62,57
WORLDCUP,Hussain Al Moqahwi,70,67,Saudi Arabia,68,AFC,69,CAM,63,64,68
WORLDCUP,Nicolaj Thomsen,70,62,Denmark,72,UEFA,69,LW,40,61,61
WORLDCUP,Efe Ambrose,62,68,Nigeria,52,CAF,69,CB,67,46,77
WORLDCUP,Rhys Williams,63,67,Australia,60,AFC,69,CB,67,48,75
WORLDCUP,Tomoaki Makino,65,68,Japan,62,AFC,69,CB,66,34,76
WORLDCUP,Miloš Degenek,56,66,Australia,57,AFC,69,CB,66,49,78
WORLDCUP,Emir Kujović,58,50,Sweden,52,UEFA,69,ST,29,72,73
WORLDCUP,Sam Morsy,70,66,Egypt,63,CAF,69,CDM,61,56,76
TRANSFER,Adama Valentin Diomande,68,78,Norway,45,LAFC,69,ST,25,68,77
WORLDCUP,Lee Keun Ho,69,74,Korea Republic,62,AFC,69,ST,42,68,68
WORLDCUP,Luis Montes,70,68,Mexico,72,CONCACAF,69,CM,50,69,66
WORLDCUP,Mike Havenaar,62,57,Japan,51,AFC,69,ST,24,65,66
WORLDCUP,Mohammed Al Buraik,64,84,Saudi Arabia,67,AFC,69,RB,63,58,67
WORLDCUP,Tomi Jurić,63,62,Australia,53,AFC,69,ST,42,71,74
WORLDCUP,Jamie Maclaren,68,83,Australia,58,AFC,69,ST,40,65,75
WORLDCUP,Karim Hafez,68,78,Egypt,62,CAF,69,LB,66,40,67
WORLDCUP,Hansell Riojas,57,45,Peru,52,CONMEBOL,69,CB,69,37,70
WORLDCUP,Nasser Al Shamrani,60,76,Saudi Arabia,55,AFC,69,ST,33,72,78
WORLDCUP,Mansour Al Harbi,66,81,Saudi Arabia,63,AFC,69,LB,63,46,67
WORLDCUP,Adama Mbengue,68,83,Senegal,59,CAF,69,LB,66,46,56
WORLDCUP,Zargo Touré,47,72,Senegal,46,CAF,69,CB,67,24,79
WORLDCUP,Cristian Benavente,72,77,Peru,61,CONMEBOL,69,CAM,35,63,46
WORLDCUP,James Meredith,61,78,Australia,59,AFC,69,LB,66,36,73
NIF,Hugo Rodríguez,56,60,Mexico,52,Pachuca,69,CB,69,48,68
NIF,Florent Hanin,66,84,France,62,Vitória Guimarães,69,LB,66,24,66
NIF,Borja Iglesias,63,58,Spain,55,RCD Espanyol,69,ST,22,69,72
NIF,Petar Škuletić,52,67,Serbia,46,Montpellier Hérault SC,69,ST,22,71,70
NIF,Rolando Mandragora,70,61,Italy,68,Juventus,69,CM,64,50,73
NIF,Marley Watkins,69,83,Wales,62,Bristol City,69,RM,20,61,67
NIF,Kevin Stöger,73,72,Austria,68,Fortuna Düsseldorf,69,CAM,28,59,56
NIF,Miguel Ponce,65,70,Mexico,62,Guadalajara,69,LB,66,54,77
NIF,Johan Absalonsen,69,77,Denmark,65,SønderjyskE,69,LM,43,66,69
NIF,Sandro Manoel,63,71,Brazil,67,Al Taawoun,69,CDM,65,52,77
NIF,Pichu Atienza,43,38,Spain,43,CD Numancia,69,CB,69,30,78
NIF,Pierre Sagna,64,78,France,63,CF Os Belenenses,69,RB,66,44,68
NIF,Andreas Weimann,71,82,Austria,58,Bristol City,69,LM,39,70,68
NIF,Nicolás Colazo,70,81,Argentina,68,Boca Juniors,69,LW,66,63,66
NIF,Jack Robinson,64,74,England,60,Nottingham Forest,69,LB,69,39,64
NIF,Benjamin Tembe Mokulu,67,74,DR Congo,59,Avellino,69,ST,27,62,80
NIF,Igor Vetokele,70,81,Angola,58,Charlton Athletic,69,ST,27,67,65
NIF,Ryan Fredericks,70,92,England,62,West Ham United,69,RB,62,51,67
NIF,Ryan Christie,71,76,Scotland,66,Celtic,69,CAM,42,60,59
NIF,Alberto Cerri,66,60,Italy,46,Juventus,69,ST,19,67,75
NIF,Julian Schauerte,66,74,Germany,61,KAS Eupen,69,RB,65,40,69
NIF,David Meyler,69,54,Republic of Ireland,65,Reading,69,CM,67,64,80
NIF,Gonçalo Paciência,73,63,Portugal,47,Eintracht Frankfurt,69,ST,28,68,73
NIF,Camilo Saiz,46,53,Colombia,44,Independiente Medellín,69,CB,69,23,71
NIF,Matthias Zimmermann,67,75,Germany,59,Fortuna Düsseldorf,69,CDM,67,52,72
NIF,Luis Mendoza,72,78,Mexico,63,Deportivo Toluca,69,RM,44,61,69
NIF,Leonardo Morosini,71,76,Italy,65,Brescia,69,CAM,26,59,60
NIF,Jean Carlos Blanco,70,79,Colombia,59,Independiente Medellín,69,LM,25,70,68
NIF,Clint Leemans,65,69,Netherlands,70,PEC Zwolle,69,CM,60,64,73
NIF,Jhony Cano,68,78,Colombia,62,Jaguares Fútbol Club,69,ST,26,67,63
NIF,Juan Muñiz,69,65,Spain,74,CD Lugo,69,RM,52,66,60
NIF,Alfredo Donnarumma,67,83,Italy,55,Brescia,69,ST,31,69,60
NIF,Ronaël Pierre-Gabriel,69,81,France,56,AS Monaco Football Club SA,69,RB,64,47,69
NIF,Miguel Vieira,42,56,Portugal,38,CD Lugo,69,CB,69,30,71
NIF,Yoann Salmier,35,52,France,36,ESTAC Troyes,69,CB,71,23,78
NIF,Giovanni Hernández,72,75,Mexico,67,Club Necaxa,69,CM,62,63,63
NIF,Mathias Abero,62,72,Uruguay,56,Atlético Tucumán,69,LB,68,56,78
NIF,Patrick Ziegler,62,67,Germany,53,Western Sydney Wanderers,69,CDM,69,33,73
NIF,Óscar Benítez,72,77,Argentina,66,Argentinos Juniors,69,LW,52,63,69
NIF,Christian Nørgaard,66,58,Denmark,67,Fiorentina,69,CDM,66,57,69
NIF,Jorge Aguirre,70,79,Colombia,66,Independiente Santa Fe,69,CAM,29,64,63
NIF,Michał Kopczyński,64,70,Poland,60,Wellington Phoenix,69,CDM,67,50,68
NIF,Cristián Cuevas,69,81,Chile,65,FK Austria Wien,69,LB,64,58,63
NIF,Gabriel Carabajal,71,70,Argentina,63,Patronato,69,LM,31,63,61
NIF,Daiki Niwa,49,47,Japan,44,F.C. Tokyo,69,CB,69,33,64
NIF,Rolando Mandragora,70,61,Italy,68,Udinese,69,CM,64,50,73
NIF,Victorien Angban,66,62,Ivory Coast,67,Football Club de Metz,69,CDM,63,50,69
NIF,Fran Beltrán,65,70,Spain,65,RC Celta de Vigo,69,CDM,65,51,60
NIF,Naif Ahmed Hazazi,65,74,Saudi Arabia,59,Ohod Club,69,ST,24,67,74
NIF,James Perch,64,62,England,62,Scunthorpe United,69,CDM,71,49,70
NIF,Luke Murphy,65,61,England,69,Bolton Wanderers,69,CM,60,64,70
NIF,Robinson Aponzá,70,78,Colombia,62,Jaguares Fútbol Club,69,CAM,27,57,62
NIF,Jop van der Linden,51,31,Netherlands,65,Sydney FC,69,CB,70,51,66
NIF,Miquel,58,66,Spain,53,Getafe CF,69,CB,69,28,73
NIF,Xande Silva,73,82,Portugal,58,West Ham United,69,RM,23,63,59
NIF,Ricky Holmes,70,81,England,64,Oxford United,69,LM,26,60,64
NIF,Issam Jebali,71,73,Tunisia,62,Rosenborg BK,69,ST,40,69,68
NIF,Michele Cremonesi,50,46,Italy,40,Perugia,69,CB,71,34,66
NIF,Federico Andrada,69,75,Argentina,65,Unión de Santa Fe,69,ST,27,67,67
NIF,Ewandro,74,77,Brazil,59,FK Austria Wien,69,RW,23,69,43
NIF,Mohammed Abu,64,63,Ghana,63,Vålerenga Fotball,69,CDM,63,48,71
NIF,James Wilson,68,75,England,54,Aberdeen,69,ST,25,66,61
NIF,Gary O'Neil,68,52,England,70,Bolton Wanderers,69,CDM,63,64,70
NIF,Jonathan Grounds,60,69,England,55,Bolton Wanderers,69,LB,70,37,74
NIF,Martyn Waghorn,68,74,England,64,Derby County,69,ST,27,69,75
NIF,Marco Crimi,68,73,Italy,65,La Spezia,69,CM,66,62,72
NIF,Erkan Kaş,72,75,Turkey,66,Evkur Yeni Malatyaspor,69,LB,64,62,66
NIF,Declan John,68,82,Wales,61,Swansea City,69,LB,65,55,64
NIF,Salvatore D'Elia,65,77,Italy,62,Ascoli,69,LB,66,46,71
NIF,Jorginho,73,78,Portugal,61,Chaves,70,RW,23,65,61
NIF,Kazuma Watanabe,71,56,Japan,66,Gamba Osaka,69,ST,29,68,70
NIF,Alexandre Mendy,63,65,France,49,FC Girondins de Bordeaux,70,ST,24,70,77
NIF,Matej Pucko,74,74,Slovenia,60,Korona Kielce,69,ST,32,69,44
NIF,Jules Iloki,73,80,France,63,FC Nantes,70,RM,30,60,45
NIF,Antony Robic,71,70,France,68,AS Nancy Lorraine,70,RW,41,61,68
NIF,Jack Stephens,62,61,England,55,Southampton,70,CB,72,41,68
NIF,Mario Sampirisi,60,69,Italy,60,Crotone,70,RB,71,37,72
NIF,Stephen Kingsley,68,70,Scotland,65,Hull City,70,LB,69,37,67
NIF,Giuseppe Bellusci,59,59,Italy,52,Palermo,70,CB,70,44,74
NIF,Jordon Mutch,68,64,England,69,Crystal Palace,70,CM,63,67,71
NIF,Borja Viguera,70,68,Spain,56,Real Sporting de Gijón,70,ST,25,71,63
NIF,David Barral,68,61,Spain,57,Cádiz CF,70,ST,42,70,73
NIF,Benoît Assou-Ekotto,71,69,Cameroon,69,Football Club de Metz,70,LB,68,55,71
NIF,Patrick Bamford,69,74,England,59,Middlesbrough,70,ST,34,68,63
NIF,Emanuele Terranova,49,69,Italy,43,Frosinone,70,CB,70,31,72
NIF,Jonathan Bamba,73,84,France,62,AS Saint-Étienne,70,LW,38,69,59
NIF,Youssouf Hadji,66,54,Morocco,68,AS Nancy Lorraine,70,ST,32,69,68
NIF,Josip Brekalo,75,80,Croatia,63,VfB Stuttgart,70,LM,22,62,50
NIF,Sven Schipplock,67,69,Germany,58,Hamburger SV,70,ST,33,67,80
NIF,Jon Flanagan,69,65,England,59,Liverpool,70,RB,72,39,72
NIF,Aleix García,72,66,Spain,70,Girona FC,70,CM,58,61,53
NIF,Ermir Lenjani,67,80,Albania,67,FC Sion,70,LB,66,64,66
